name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Marauder Gladiator Jacket of the Occultist	Marauder Occultist Seal	1	Azoth	50	Marauder Gladiator Jacket of the Priest	1																																																
Tip of the Iceberg	Refined Wood	2	Pattern: Tip of the Iceberg	1	Tier 5 Metals	10	Leathers	1																																														
Marauder Destroyer Jacket of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Destroyer Jacket of the Priest	1																																																
Beasthunter Legwraps of the Scholar	Timeless Leggings Shard	1	Metals	2	Linen Arcane Embroidery	10	Tier 5 Leather	12	Cloth	4																																												
Enchanted Flame Staff	Ironwood	9100	Sandpaper	525	Wyrdwood	900	Aged Wood	1200	Green Wood	2400	Refining Materials Tier 5	400	Masterwork Material Converter	20	Wirefiber	500	Fire Mote	1200	Fire Crystal Core	1	Orichalcum Ore	2700	Flux	175	Wood	720	Starmetal Ore	300	Iron Ore	1200																								
Shadewalker Robe of the Sage	Metals	1	Timeless Robes Shard	1	Tier 5 Cloth	26	Leathers	8	Softwood Prayer Beads	10																																												
Syndicate Cabalist Headwear of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Cabalist Headwear of the Priest	1																																																
Detritus Dye	Brown Pigment	2	Water	3	Black Pigment	1																																																
Major Skinning Gathering Trophy	Tracker's Seal	1	Ironwood	200	Sandpaper	275	Wyrdwood	450	Aged Wood	700	Green Wood	1400	Flux	220	Wood	880	Starmetal Ore	360	Iron Ore	1680	Orichalcum Ore	160	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	12	Notes on Aeternum Fauna	1	Refining Materials Tier 3	200	Common Material Converter	10	Air Mote	25	Refining Materials Tier 4	200	Advanced Material Converter	10														
Infused Fur Gloves of the Sage	Timeless Leather Gloves Shard	1	Metals	1	Cloth	2	Tier 5 Leather	6	Softwood Prayer Beads	10																																												
Fireproof Pristine Ruby Earring of the Ranger	Rough Leather Beaded Straps	10	Solvent	54	Fire Mote	440	Flawed Ruby	60	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Cinnabar	Orichalcum Ore	250																																																				
Steel Skinning Knife	Refined Wood	2	Tier 3 Metals	8	Leathers	1																																																
Syndicate Scrivener Coat of the Brigand	Syndicate Scrivener Coat of the Brigand	1																																																				
Hardworking Galley Shelf	Flux	30	Wood	120	Starmetal Ore	60	Iron Ore	240	Wyrdwood	90	Sandpaper	45	Aged Wood	120	Green Wood	240	Refining Materials Tier 4	200	Advanced Material Converter	10	Oil	4																																
Covenant Initiate Handcovers of the Cleric	Covenant Initiate Handcovers of the Priest	1	Azoth	50	Covenant Cleric Seal	1																																																
Bucaneer's Plank	Bucaneer's Plank	1																																																				
Orichalcum Kite Shield	Refined Wood	2	Tier 5 Metals	11	Leathers	1																																																
Burnished Pristine Moonstone Amulet of the Scholar	Timeless Amulet Shard	1	Trinket Chains	1	Solvent	54	Flawed Moonstone	60	Death Mote	440	Precious Metals	1	Trinket Gem Settings	1	Linen Arcane Embroidery	10																																						
Barkflesh	Barkflesh	1																																																				
Deep Sea Green Dye	Blue Pigment	1	Cyan Pigment	2	Water	3																																																
Formal Boots	Orichalcum Ore	1620	Flux	105	Wood	432	Starmetal Ore	180	Iron Ore	720	Refining Materials Tier 5	540	Masterwork Material Converter	27	Wirefiber	8100	Cloth Weave	525	Fibers	4800	Silk Threads	900	Pattern: Formal Boots	1	Azoth	225	Iron Hide	4860	Refining Materials Tier 3	6300	Common Material Converter	315	Rawhide	2880	Thick Hide	540																		
Syndicate Adept Legguards of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Adept Legguards of the Barbarian	1																																																
Work Order: Starmetal Compass	Work Order: Starmetal Compass	1																																																				
Strengthened Battle's Embrace Boots	Restless Metal Bands	10	Battle's Embrace Work Order	1	Stout Fenton Hides	12	Treated Hobnails	13	Spark of Battle	1																																												
Gypsum War Hammer Cast	Ruby Gypsum	2																																																				
Vial of Ancient Mutagen	Vial of Ancient Mutagen	1																																																				
Cherry Valance	Flux	35	Wood	140	Starmetal Ore	60	Iron Ore	240	Orichalcum Ore	40	Red Pigment	3	Wirefiber	120	Cloth Weave	105	Fibers	960	Silk Threads	180																																		
Orichalcum Great Axe	Refined Wood	3	Leathers	2	Tier 5 Metals	15																																																
Refining Materials Tier 4	Refining Materials Tier 4	1																																																				
Pristine Pearl Ring of the Sentry	Pristine Pearl	1	Iron Guardsman's Insignia	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																										
Amrine Temple Fire Staff	Tier 3 Timber	12	Leathers	6	Coagulated Blood	10	Fire Arcana	1	Metals	5	Vial Of Ectoplasmic Mutagen	1																																										
Marauder Soldier Handcovers of the Cleric	Marauder Cleric Seal	1	Azoth	50	Marauder Soldier Handcovers of the Priest	1																																																
Obelisk Guard Round Shield	Refined Wood	2	Tier 3 Metals	8	Sparkling Bone Dust	10	Leathers	1	Vial of Ancient Mutagen	1																																												
Ruby	Fire Mote	5	Solvent	2	Flawed Ruby	3																																																
Spectral Pristine Malachite Earring of the Soldier	Iron Battle Medal	10	Precious Metals	1	Trinket Hooks	1	Flawed Malachite	60	Soul Mote	440	Solvent	54	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Covenant Lumen Gauntlets of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Lumen Gauntlets of the Barbarian	1																																																
Pattern: Temple Guard's Gauntlets	Pattern: Temple Guard's Gauntlets	1																																																				
Dryad Stalker Boots	Tier 5 Leather	5	Metals	1	Sticky Vines	10	Cloth	3																																														
Orichalcum Great Axe of the Scholar	Timeless Great Axe Shard	1	Refined Wood	3	Leathers	2	Tier 5 Metals	15	Linen Arcane Embroidery	10																																												
Wild Berry Compote	Honey	1	Berry	1	Water	1	Mint	1	Strawberry	1																																												
Vial of Dryad Sap	Dried Dryad Sap	5	Common Transmutation Catalyst	1																																																		
Flawed Aquamarine	Flawed Aquamarine	1																																																				
Timeless Gauntlets Shard	Timeless Gauntlets Shard	1																																																				
Iron Settler's Stove	Refining Materials Tier 3	160	Common Material Converter	8	Wood	40	Green Wood	120	Iron Ore	60																																												
Covenant Lumen Leggings of the Barbarian	Azoth	50	Covenant Barbarian Seal	1	Covenant Lumen Leggings of the Priest	1																																																
Covenant Excubitor Headwear of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Excubitor Headwear of the Priest	1																																																
Silver Chain	Silver Ore	20																																																				
Wolf Claw	Common Transmutation Catalyst	4	Wolf Blood	20	Greater Transmutation Catalyst	1																																																
Steel Mining Pickaxe	Refined Wood	3	Leathers	2	Tier 3 Metals	13																																																
Silver Hook	Silver Ore	20																																																				
Covenant Templar Helm of the Brigand	Covenant Brigand Seal	1	Covenant Templar Helm of the Barbarian	1	Azoth	50																																																
Covenant Lumen Headwear of the Cleric	Azoth	50	Covenant Lumen Headwear of the Priest	1	Covenant Cleric Seal	1																																																
Emerald	Earth Mote	5	Solvent	2	Flawed Emerald	3																																																
Syndicate Cabalist Footwear of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Cabalist Footwear of the Priest	1																																																
Padded Pristine Jasper Earring of the Scholar	Precious Metals	1	Solvent	54	Air Mote	440	Flawed Jasper	60	Trinket Hooks	1	Trinket Gem Settings	1	Linen Arcane Embroidery	10	Timeless Earring Shard	1																																						
Syndicate Cabalist Leggings of the Cleric	Azoth	50	Syndicate Cabalist Leggings of the Priest	1	Syndicate Cleric Seal	1																																																
Abyssal Brilliant Amethyst Amulet	Trinket Chains	1	Soul Mote	80	Solvent	12	Flawed Amethyst	12	Precious Metals	1	Trinket Gem Settings	1																																										
Marauder Legatus Greaves of the Barbarian	Marauder Barbarian Seal	1	Marauder Legatus Greaves of the Sentry	1	Azoth	50																																																
Rough Leather Coat	Tier 2 Leather	22	Metals	1	Cloth	12																																																
Life Wisp	Life Mote	5																																																				
Oak Regent Hand Grips	Pattern: Oak Regent Hand Grips	1	Tier 5 Metals	4	Leathers	4	Cloth	1																																														
Covenant Lumen Handcovers of the Cleric	Covenant Lumen Handcovers of the Priest	1	Azoth	50	Covenant Cleric Seal	1																																																
Covenant Initiate Helm of the Barbarian	Covenant Initiate Helm of the Barbarian	1																																																				
Corrupted Fragment	Corrupted Sliver	5																																																				
Covenant Lumen Gloves of the Cleric	Azoth	50	Covenant Lumen Gloves of the Brigand	1	Covenant Cleric Seal	1																																																
Cut Brilliant Ruby	Fire Mote	80	Solvent	12	Flawed Ruby	12																																																
Well-polished Vanity Table	Refining Materials Tier 5	400	Masterwork Material Converter	20	Oil	8	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120	Ironwood	240	Sandpaper	210	Wyrdwood	360	Aged Wood	480	Green Wood	960																												
Covenant Lumen Jacket of the Cleric	Azoth	50	Covenant Lumen Jacket of the Priest	1	Covenant Cleric Seal	1																																																
Iron Pocketwatch	Iron Pocketwatch	1																																																				
Syndicate Chronicler Gloves of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Chronicler Gloves of the Brigand	1																																																
Orichalcum Life Staff of the Scholar	Life Arcana	6	Leathers	4	Tier 5 Timber	8	Metals	5	Timeless Life Staff Shard	1	Linen Arcane Embroidery	10																																										
Iron Nails																																																						
Syndicate Alchemist Gauntlets of the Cleric	Syndicate Alchemist Gauntlets of the Barbarian	1	Azoth	50	Syndicate Cleric Seal	1																																																
Pristine Pearl Earring of the Ranger	Pristine Pearl	1	Rough Leather Beaded Straps	10	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																										
Heartgem	Obelisk Dust	35	Sea-Forged Bezel	1	Pyrgo Beacon	1	Ancient Design	1																																														
Corned Beef and Cabbage	Water	1	Cabbage	1	Onion	1	Peppercorn	1	Red Meat	1																																												
Maritime Posh Curtains	Flux	15	Wood	60	Starmetal Ore	30	Iron Ore	120	Green Pigment	3	Fibers	480	Cloth Weave	45	Silk Threads	90																																						
Marauder Destroyer Legguards of the Occultist	Marauder Occultist Seal	1	Azoth	50	Marauder Destroyer Legguards of the Barbarian	1																																																
Tier 2 Cloth	Tier 2 Cloth	1																																																				
Imbued Pristine Opal Earring of the Ranger	Rough Leather Beaded Straps	10	Soul Mote	440	Solvent	54	Flawed Opal	60	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Tempered Pristine Emerald Amulet of the Sentry	Timeless Amulet Shard	1	Iron Guardsman's Insignia	10	Trinket Chains	1	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Trinket Gem Settings	1																																						
Arboreal Pristine Amber Ring of the Sage	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Massive Turkey Leg	Massive Turkey Leg	1																																																				
Common Beast Coating	Oil	1	Air Reagents	1	Tier 2 Offensive Reagents	1																																																
Amrine Scout Hat	Metals	1	Leathers	6	Tier 3 Cloth	11	Coagulated Blood	10																																														
Double-Braced Bellows	Double-Braced Bellows	1																																																				
Syndicate Adept Headwear of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Adept Headwear of the Priest	1																																																
Empowered Flawed Sapphire Ring	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1	Death Mote	2	Flawed Sapphire	1																																												
Orichalcum Kite Shield of the Ranger	Refined Wood	2	Tier 5 Metals	11	Rough Leather Beaded Straps	10	Timeless Kite Shield Shard	1	Leathers	1																																												
Marauder Commander Coat of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Commander Coat of the Brigand	1																																																
Syndicate Alchemist Gauntlets of the Occultist	Syndicate Alchemist Gauntlets of the Barbarian	1	Syndicate Occultist Seal	1	Azoth	50																																																
Infused Fur Gloves of the Scholar	Timeless Leather Gloves Shard	1	Metals	1	Cloth	2	Tier 5 Leather	6	Linen Arcane Embroidery	10																																												
Cerulean Valance	Fibers	60	Blue Pigment	3	Iron Ore	20																																																
Corrupted Treatise	Corrupted Treatise	1																																																				
Flavored Pork Provisions	Cooking Recipe	1	Ginger	8	Sugar	8	Pork	8																																														
Pattern: Graverobber's Great Axe	Pattern: Graverobber's Great Axe	1																																																				
Empowered Brilliant Sapphire Ring	Precious Metals	1	Trinket Bands	1	Solvent	12	Death Mote	80	Flawed Sapphire	12	Trinket Gem Settings	1																																										
Marauder Legatus Gauntlets of the Cleric	Marauder Legatus Gauntlets of the Sentry	1	Marauder Cleric Seal	1	Azoth	50																																																
Venison Tenderloin with Herb Butter	Garlic	1	Venison Tenderloin	1	Rosemary	1	Salt	1	Milk	2	Peppercorn	1																																										
Abyssal Flawed Amethyst Earring	Precious Metals	1	Trinket Hooks	1	Flawed Amethyst	1	Soul Mote	2	Trinket Gem Settings	1																																												
Honey Brew	Nutmeg	1	Honey	1	Water	1	Ginger	1	Barley	1																																												
Abyssal Pristine Amethyst Earring	Precious Metals	1	Trinket Hooks	1	Soul Mote	440	Solvent	54	Flawed Amethyst	60	Trinket Gem Settings	1																																										
Protective Wyrd Pants	Ceremonial Worked Wool	12	Infused Lining	13	Protective Wyrd Work Order	1	Stitched Wards	14																																														
Beasthunter Footwraps of the Soldier	Iron Battle Medal	10	Metals	1	Cloth	2	Tier 5 Leather	6	Timeless Boots Shard	1																																												
Garden Keeper Fire Staff	Putrid Bark	1	Leathers	6	Tier 5 Timber	12	Sticky Vines	10	Fire Arcana	1	Metals	5																																										
Dryad's Spear	Pattern: Dryad's Spear	1	Orichalcum Ore	8100	Flux	525	Wood	2160	Starmetal Ore	900	Iron Ore	3600	Refining Materials Tier 5	1200	Masterwork Material Converter	60	Azoth	225	Iron Hide	3240	Refining Materials Tier 3	4200	Common Material Converter	210	Rawhide	1920	Thick Hide	360	Ironwood	21060	Sandpaper	1365	Wyrdwood	2340	Aged Wood	3120	Green Wood	6240																
Syndicate Cabalist Hat of the Barbarian	Syndicate Cabalist Hat of the Brigand	1	Azoth	50	Syndicate Barbarian Seal	1																																																
Last Light	Rawhide	80	Refining Materials Tier 3	100	Common Material Converter	5	Flux	24	Wood	80	Iron Ore	240	Aged Wood	60	Sandpaper	15	Green Wood	120	Silver Ore	32	Gold Ore	20	Voidmetal	4																														
Hope Manifest	Hope Manifest Work Order	1	Soothsayer's Salve	15	Hope Catalyst	1	Mercy's Breath	16	Mender's Cloth	14																																												
Soaked Fire Staff	Fire Mote	1080	Orichalcum Ore	19440	Flux	1260	Wood	5184	Starmetal Ore	2160	Iron Ore	8640	Refining Materials Tier 5	1020	Masterwork Material Converter	51	Ironwood	8100	Sandpaper	525	Wyrdwood	900	Aged Wood	1200	Green Wood	2400	Pattern: Soaked Fire Staff	1	Azoth	225																								
Beasthunter Footwraps of the Ranger	Rough Leather Beaded Straps	10	Metals	1	Cloth	2	Tier 5 Leather	6	Timeless Boots Shard	1																																												
Covenant Brigand Seal	Covenant Brigand Seal	1																																																				
Wyrdwood Spear	Leathers	2	Tier 4 Timber	12	Metals	5																																																
Ceremonial Worked Wool	Ceremonial Worked Wool	1																																																				
Marauder Gladiator Footwear of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Gladiator Footwear of the Priest	1																																																
Infused Fur Pants of the Ranger	Rough Leather Beaded Straps	10	Metals	1	Timeless Leggings Shard	1	Tier 5 Leather	12	Cloth	4																																												
Floral Regent Tunic	Leathers	12	Pattern: Floral Regent Tunic	1	Metals	1	Tier 5 Cloth	22																																														
Stuffed Calamari	Yeast	1	Milk	2	Garlic	1	Rice	1	Squid Meat	1	Tomato	1	Mushroom	1																																								
Filet with Mint and Cracked Barley	Water	1	Prime Red Meat	1	Salt	1	Peppercorn	1	Mint	1	Barley	1																																										
Marauder Ravager Coat of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Ravager Coat of the Brigand	1																																																
Shadewalker Leggings of the Scholar	Timeless Pants Shard	1	Leathers	4	Metals	2	Tier 5 Cloth	12	Linen Arcane Embroidery	10																																												
Pattern: Floral Regent Crown	Pattern: Floral Regent Crown	1																																																				
Graceful Rosewood Table	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Syndicate Scrivener Breastplate of the Cleric	Azoth	50	Syndicate Scrivener Breastplate of the Barbarian	1	Syndicate Cleric Seal	1																																																
Syndicate Scrivener Leggings of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Scrivener Leggings of the Priest	1																																																
Turquoise Pigment	Turquoise Pigment	1																																																				
Orichalcum Plate Gauntlets of the Ranger	Tier 5 Metals	4	Rough Leather Beaded Straps	10	Timeless Gauntlets Shard	1	Leathers	4	Cloth	1																																												
Grindstone	Grindstone	1																																																				
Air Reagents	Air Reagents	1																																																				
Standard Gemstones	Standard Gemstones	1																																																				
Brilliant Carnelian Amulet	Trinket Chains	1	Precious Metals	1	Fire Mote	80	Flawed Carnelian	12	Solvent	12	Trinket Gem Settings	1																																										
Temple Guard's Legguards	Pattern: Temple Guard's Legguards	1	Orichalcum Ore	16200	Flux	1050	Wood	4320	Starmetal Ore	1800	Iron Ore	7200	Refining Materials Tier 5	1080	Masterwork Material Converter	54	Iron Hide	9720	Refining Materials Tier 3	12600	Common Material Converter	630	Rawhide	5760	Thick Hide	1080	Wirefiber	3240	Cloth Weave	210	Fibers	1920	Silk Threads	360	Azoth	225																		
Standard Compass	Work Order: Steel Compass	1																																																				
Shipyard Sentinel Bow	Cloth	2	Jade Collar	10	Tier 4 Timber	14	Leathers	3	Jade Talisman	1																																												
Infused Fur Hat of the Sage	Metals	1	Softwood Prayer Beads	10	Tier 5 Leather	12	Cloth	4	Timeless Leather Hat Shard	1																																												
Flawed Jasper	Flawed Jasper	1																																																				
Empowered Counterbalance	Empowered Counterbalance	1																																																				
Marauder Gladiator Jacket of the Barbarian	Marauder Barbarian Seal	1	Azoth	50	Marauder Gladiator Jacket of the Priest	1																																																
Death Arcana	Death Arcana	1																																																				
Premium Dispelling Kit	Intricate Dispelling Kit	1																																																				
Syndicate Chronicler Leggings of the Priest	Syndicate Chronicler Leggings of the Priest	1																																																				
Small Party Spread	Small Party Spread	1																																																				
Marauder Ravager Pants of the Occultist	Marauder Ravager Pants of the Brigand	1	Marauder Occultist Seal	1	Azoth	50																																																
Marauder Soldier Jacket of the Barbarian	Marauder Barbarian Seal	1	Marauder Soldier Jacket of the Priest	1	Azoth	50																																																
Primeval Pristine Diamond Ring	Precious Metals	1	Flawed Diamond	60	Solvent	54	Life Mote	440	Trinket Bands	1	Trinket Gem Settings	1																																										
Carrot	Carrot	1																																																				
Powerful Oakflesh Balm	Water Mote	60	Oil	1	Earth Mote	60																																																
Covenant Lumen Handcovers of the Barbarian	Covenant Lumen Handcovers of the Priest	1	Azoth	50	Covenant Barbarian Seal	1																																																
Petrified Fire	Petrified Fire	1																																																				
Ironwood Planks	Ironwood	8	Sandpaper	7	Wyrdwood	12	Aged Wood	16	Green Wood	32																																												
Gashing Steel Armaments	Rawhide	256	Refining Materials Tier 3	320	Common Material Converter	16	Aged Wood	48	Sandpaper	12	Green Wood	96	Flux	12	Wood	48	Iron Ore	144	Weaponsmithing Work Order	1																																		
Orichalcum Tower Shield of the Sentry	Refined Wood	2	Iron Guardsman's Insignia	10	Timeless Tower Shield Shard	1	Tier 5 Metals	13	Leathers	1																																												
Shadewalker Robe of the Ranger	Rough Leather Beaded Straps	10	Metals	1	Timeless Robes Shard	1	Tier 5 Cloth	26	Leathers	8																																												
Pastry Crust	Water	1	Salt	1	Cooked Grain	2																																																
Oak Regent Boots	Pattern: Oak Regent Boots	1	Cloth	1	Leathers	3	Tier 5 Metals	5																																														
Marauder Gladiator Shoes of the Cleric	Marauder Gladiator Shoes of the Brigand	1	Marauder Cleric Seal	1	Azoth	50																																																
Distorted Amber Dye	Water	3	Black Pigment	1	Yellow Pigment	2																																																
Timeless Musket Shard	Timeless Musket Shard	1																																																				
Hyssop	Hyssop	1																																																				
Timeless Leather Hat Shard	Timeless Leather Hat Shard	1																																																				
Syndicate Alchemist Shoes of the Barbarian	Syndicate Alchemist Shoes of the Brigand	1	Azoth	50	Syndicate Barbarian Seal	1																																																
Orichalcum Round Shield of the Scholar	Refined Wood	2	Timeless Round Shield Shard	1	Tier 5 Metals	10	Leathers	1	Linen Arcane Embroidery	10																																												
Flawed Pearl	Flawed Pearl	1																																																				
Iceproof Flawed Aquamarine Ring	Water Mote	2	Flawed Aquamarine	1	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																												
Crystalline Crusher	Aged Wood	20	Sandpaper	5	Green Wood	40	Flux	24	Wood	80	Iron Ore	240	Rawhide	240	Refining Materials Tier 3	300	Common Material Converter	15	Silver Ore	32	Gold Ore	20	Voidmetal	4																														
Grand Rune of Holding	Grand Rune of Holding	1																																																				
Guardian Flanker Gloves	Spectral Dust	10	Tier 5 Cloth	4	Metals	1	Leathers	4																																														
Lieutenant's Gauntlets	Pattern: Lieutenant's Gauntlets	1	Orichalcum Ore	6480	Flux	420	Wood	1728	Starmetal Ore	720	Iron Ore	2880	Refining Materials Tier 5	540	Masterwork Material Converter	27	Azoth	225	Wirefiber	1620	Cloth Weave	105	Fibers	960	Silk Threads	180	Iron Hide	6480	Refining Materials Tier 3	8400	Common Material Converter	420	Rawhide	3840	Thick Hide	720																		
Fluffy Stuffing	Fluffy Stuffing	1																																																				
Dryad Patroller Leggings	Leathers	6	Sticky Vines	10	Metals	2	Tier 5 Cloth	10																																														
Satisfying Meal	Raw Foods	1	Tier 4 Raw Foods	1																																																		
Burnished Pristine Moonstone Amulet	Trinket Chains	1	Solvent	54	Flawed Moonstone	60	Death Mote	440	Precious Metals	1	Trinket Gem Settings	1																																										
Black-lacquered Galley Shelf	Flux	70	Wood	280	Starmetal Ore	120	Iron Ore	480	Orichalcum Ore	80	Ironwood	120	Sandpaper	105	Wyrdwood	180	Aged Wood	240	Green Wood	480	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	4																												
Steel Plate Greaves	Tier 3 Metals	10	Leathers	6	Cloth	2																																																
Pattern: Obelisk Priest's Gloves	Pattern: Obelisk Priest's Gloves	1																																																				
Round Bird Cage	Ironwood	160	Sandpaper	140	Wyrdwood	240	Aged Wood	320	Green Wood	640	Flux	35	Wood	140	Starmetal Ore	60	Iron Ore	240	Orichalcum Ore	40	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	4																												
Star-Touched Water	Star-Touched Water	1																																																				
Orichalcum Precision Tools	Orichalcum Precision Tools	1																																																				
Salt-stripped Dining Table	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Egg	Egg	1																																																				
Dark Tan Dye	Brown Pigment	2	Orange Pigment	1	Water	3																																																
Whisper from the Frozen Vale	Water Mote	100	Flux	9	Wood	20	Iron Ore	60	Whisperwood	4	Rawhide	240	Refining Materials Tier 3	300	Common Material Converter	15	Silver Ore	32	Gold Ore	20																																		
Dryad Guard Helm	Tier 5 Metals	8	Leathers	6	Sticky Vines	10	Cloth	4																																														
Salt-stripped Tall Bookcase	Flux	45	Wood	180	Starmetal Ore	90	Iron Ore	360	Refining Materials Tier 4	400	Advanced Material Converter	20	Oil	8	Wyrdwood	180	Sandpaper	90	Aged Wood	240	Green Wood	480																																
Syndicate Plague Doctor Gloves of the Barbarian	Syndicate Plague Doctor Gloves of the Sentry	1	Azoth	50	Syndicate Barbarian Seal	1																																																
Infused Silk Robe Pants of the Ranger	Rough Leather Beaded Straps	10	Timeless Pants Shard	1	Metals	1	Leathers	4	Tier 5 Cloth	12																																												
Covenant Adjudicator Gloves of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Adjudicator Gloves of the Brigand	1																																																
Game Meat Skewers	Nut	1	Fish Oil	2	Oregano	1	Peppercorn	1	Game Meat	1																																												
Smolderhide	Iron Hide	250																																																				
Syndicate Adept Gloves of the Brigand	Syndicate Adept Gloves of the Brigand	1																																																				
Shipyard Sentinel Kite Shield	Refined Wood	2	Tier 4 Metals	10	Jade Collar	10	Leathers	1	Jade Talisman	1																																												
Mint	Mint	1																																																				
Vegetable Boil	Water	1	Nut	2	Cabbage	1	Fish Oil	2	Carrot	1	Cauliflower	1																																										
Syndicate Alchemist Footwear of the Priest	Syndicate Alchemist Footwear of the Priest	1																																																				
Hardworking Helm Chandelier	Ironwood	40	Sandpaper	35	Wyrdwood	60	Aged Wood	80	Green Wood	160	Fire Mote	1	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120																																
Covenant Excubitor Breastplate of the Cleric	Covenant Excubitor Breastplate of the Barbarian	1	Azoth	50	Covenant Cleric Seal	1																																																
Syndicate Alchemist Handcovers of the Cleric	Syndicate Alchemist Handcovers of the Priest	1	Azoth	50	Syndicate Cleric Seal	1																																																
Syndicate Chronicler Footwear of the Cleric	Syndicate Chronicler Footwear of the Priest	1	Azoth	50	Syndicate Cleric Seal	1																																																
Empowered Pristine Sapphire Ring of the Soldier	Iron Battle Medal	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Solvent	54	Flawed Sapphire	60	Death Mote	440	Trinket Gem Settings	1																																						
Syndicate Alchemist Legguards of the Barbarian	Syndicate Alchemist Legguards of the Barbarian	1																																																				
Covenant Templar Boots of the Barbarian	Covenant Templar Boots of the Barbarian	1																																																				
Gold Ingot	Silver Ore	8	Flux	1	Gold Ore	5																																																
Tempered Pristine Emerald Ring of the Sentry	Iron Guardsman's Insignia	10	Earth Mote	440	Solvent	54	Flawed Emerald	60	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																						
Syndicate Chronicler Gauntlets of the Brigand	Syndicate Chronicler Gauntlets of the Barbarian	1	Syndicate Brigand Seal	1	Azoth	50																																																
Infused Leather Pants of the Scholar	Tier 5 Leather	10	Cloth	6	Timeless Leggings Shard	1	Metals	2	Linen Arcane Embroidery	10																																												
Orichalcum Longsword of the Sentry	Refined Wood	2	Iron Guardsman's Insignia	10	Tier 5 Metals	10	Timeless Sword Shard	1	Leathers	1																																												
