name,base_ingredient_1_name,base_ingredient_1_qty,base_ingredient_2_name,base_ingredient_2_qty,base_ingredient_3_name,base_ingredient_3_qty,base_ingredient_4_name,base_ingredient_4_qty,base_ingredient_5_name,base_ingredient_5_qty,base_ingredient_6_name,base_ingredient_6_qty,base_ingredient_7_name,base_ingredient_7_qty,base_ingredient_8_name,base_ingredient_8_qty,base_ingredient_9_name,base_ingredient_9_qty,base_ingredient_10_name,base_ingredient_10_qty,base_ingredient_11_name,base_ingredient_11_qty,base_ingredient_12_name,base_ingredient_12_qty,base_ingredient_13_name,base_ingredient_13_qty,base_ingredient_14_name,base_ingredient_14_qty,base_ingredient_15_name,base_ingredient_15_qty,base_ingredient_16_name,base_ingredient_16_qty,base_ingredient_17_name,base_ingredient_17_qty,base_ingredient_18_name,base_ingredient_18_qty,base_ingredient_19_name,base_ingredient_19_qty,base_ingredient_20_name,base_ingredient_20_qty,base_ingredient_21_name,base_ingredient_21_qty,base_ingredient_22_name,base_ingredient_22_qty,base_ingredient_23_name,base_ingredient_23_qty,base_ingredient_24_name,base_ingredient_24_qty,base_ingredient_25_name,base_ingredient_25_qty,base_ingredient_26_name,base_ingredient_26_qty,base_ingredient_27_name,base_ingredient_27_qty
Marauder Gladiator Helm of the Barbarian,Marauder Gladiator Helm of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex Dispelling Kit,Complex Dispelling Kit,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meteor Trail,Ironwood,9100.0,Sandpaper,1150.0,Wyrdwood,900.0,Aged Wood,1200.0,Green Wood,2400.0,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Wirefiber,500.0,Petrified Fire,1.0,Fire Mote,1200.0,Lodestone,1280.0,Stone,6400.0,Fire Crystal Core,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Leather Pants of the Ranger,Tier 5 Leather,10.0,Rough Leather Beaded Straps,10.0,Cloth,6.0,Timeless Leggings Shard,1.0,Metals,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulwark Steel Armaments,Rawhide,128.0,Refining Materials Tier 3,160.0,Common Material Converter,8.0,Weaponsmithing Work Order,1.0,Aged Wood,16.0,Sandpaper,4.0,Green Wood,32.0,Flux,3.0,Wood,12.0,Iron Ore,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazarus Watcher Musket,Metallic Boneweave,1.0,Spectral Dust,10.0,Refined Wood,3.0,Leathers,2.0,Tier 5 Metals,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple End Table,Flux,15.0,Wood,60.0,Iron Ore,180.0,Aged Wood,120.0,Sandpaper,30.0,Green Wood,240.0,Refining Materials Tier 3,400.0,Common Material Converter,20.0,Oil,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Great Axe,Refined Wood,3.0,Leathers,2.0,Tier 2 Metals,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Jacket of the Cleric,Marauder Commander Jacket of the Priest,1.0,Marauder Cleric Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roasted Rabbit with Seasoned Vegetables,Tarragon,1.0,Oregano,1.0,Cauliflower,1.0,Squash,1.0,Milk,2.0,Broccoli,1.0,Sumptuous Rabbit,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maritime Posh Valance,Flux,15.0,Wood,60.0,Starmetal Ore,30.0,Iron Ore,120.0,Green Pigment,3.0,Fibers,480.0,Cloth Weave,45.0,Silk Threads,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Helm of the Occultist,Covenant Occultist Seal,1.0,Covenant Initiate Helm of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Bellows,Simple Bellows,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melon,Melon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of Rugged Steel Armor,Fibers,80.0,Cloth Weave,5.0,Flux,5.0,Wood,20.0,Iron Ore,60.0,Rawhide,80.0,Refining Materials Tier 3,100.0,Common Material Converter,5.0,Armorsmithing Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emblem of Fortitude,Emblem of Fortitude,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Templar Headwear of the Brigand,Covenant Brigand Seal,1.0,Covenant Templar Headwear of the Priest,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeless Earring Shard,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Plate Gauntlets of the Soldier,Tier 5 Metals,4.0,Iron Battle Medal,10.0,Timeless Gauntlets Shard,1.0,Leathers,4.0,Cloth,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adamantine Dust,Adamantine Dust,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle's Embrace Breastplate,Once-Golden Rivets,15.0,Battle's Embrace Work Order,1.0,Undefiled Metal,14.0,Evershine Polish,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowered Pristine Sapphire Amulet of the Scholar,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Precious Metals,1.0,Solvent,54.0,Flawed Sapphire,60.0,Death Mote,440.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmetal Plate Helm,Tier 4 Metals,8.0,Leathers,6.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempered Flawed Emerald Ring,Precious Metals,1.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,Flawed Emerald,1.0,Earth Mote,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Alchemist Hat of the Occultist,Syndicate Occultist Seal,1.0,Azoth,50.0,Syndicate Alchemist Hat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Plate Breastplate,Leathers,12.0,Tier 3 Metals,16.0,Cloth,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Essence,Earth Mote,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Legatus Helm of the Occultist,Marauder Occultist Seal,1.0,Marauder Legatus Helm of the Sentry,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of Impenetrable Steel Armor,Flux,10.0,Wood,40.0,Iron Ore,120.0,Rawhide,160.0,Refining Materials Tier 3,200.0,Common Material Converter,10.0,Fibers,320.0,Cloth Weave,20.0,Armorsmithing Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Inquisitor Pants of the Cleric,Covenant Inquisitor Pants of the Sentry,1.0,Azoth,50.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Blight Tincture,Water,1.0,Air Reagents,1.0,Tier 5 Protective Reagents,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Fire Staff,Leathers,4.0,Fire Arcana,6.0,Tier 5 Timber,8.0,Metals,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Boots of the Brigand,Marauder Brigand Seal,1.0,Marauder Soldier Boots of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusty Iron Lantern,Oil,5.0,Iron Ore,60.0,Fibers,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Alchemist Gauntlets of the Brigand,Syndicate Alchemist Gauntlets of the Barbarian,1.0,Syndicate Brigand Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Temple Rapier,Refined Wood,2.0,Tier 3 Metals,8.0,Leathers,1.0,Coagulated Blood,10.0,Vial Of Ectoplasmic Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Leather Pants,Tier 5 Leather,10.0,Cloth,6.0,Metals,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Plate Helm of the Ranger,Tier 5 Metals,8.0,Rough Leather Beaded Straps,10.0,Leathers,6.0,Timeless Plate Helm Shard,1.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surveyor's Tools,Surveyor's Tools,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Boots of the Occultist,Syndicate Scrivener Boots of the Barbarian,1.0,Syndicate Occultist Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insatiable Want,Flux,27.0,Wood,60.0,Starmetal Ore,30.0,Iron Ore,120.0,Wyrdwood,90.0,Sandpaper,45.0,Aged Wood,120.0,Green Wood,240.0,Fire Mote,400.0,Scalecord,2.0,Quillbark,4.0,Platinum Ore,24.0,Silver Ore,64.0,Gold Ore,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Gladiator Jacket of the Occultist,Marauder Occultist Seal,1.0,Azoth,50.0,Marauder Gladiator Jacket of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tip of the Iceberg,Refined Wood,2.0,Pattern: Tip of the Iceberg,1.0,Tier 5 Metals,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Destroyer Jacket of the Barbarian,Marauder Barbarian Seal,1.0,Azoth,50.0,Marauder Destroyer Jacket of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beasthunter Legwraps of the Scholar,Timeless Leggings Shard,1.0,Metals,2.0,Linen Arcane Embroidery,10.0,Tier 5 Leather,12.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanted Flame Staff,Ironwood,9100.0,Sandpaper,525.0,Wyrdwood,900.0,Aged Wood,1200.0,Green Wood,2400.0,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Wirefiber,500.0,Fire Mote,1200.0,Fire Crystal Core,1.0,Orichalcum Ore,2700.0,Flux,175.0,Wood,720.0,Starmetal Ore,300.0,Iron Ore,1200.0,,,,,,,,,,,,,,,,,,,,,,,,
Shadewalker Robe of the Sage,Metals,1.0,Timeless Robes Shard,1.0,Tier 5 Cloth,26.0,Leathers,8.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Headwear of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Cabalist Headwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detritus Dye,Brown Pigment,2.0,Water,3.0,Black Pigment,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major Skinning Gathering Trophy,Tracker's Seal,1.0,Ironwood,200.0,Sandpaper,275.0,Wyrdwood,450.0,Aged Wood,700.0,Green Wood,1400.0,Flux,220.0,Wood,880.0,Starmetal Ore,360.0,Iron Ore,1680.0,Orichalcum Ore,160.0,Refining Materials Tier 5,200.0,Masterwork Material Converter,10.0,Oil,12.0,Notes on Aeternum Fauna,1.0,Refining Materials Tier 3,200.0,Common Material Converter,10.0,Air Mote,25.0,Refining Materials Tier 4,200.0,Advanced Material Converter,10.0,,,,,,,,,,,,,,
Infused Fur Gloves of the Sage,Timeless Leather Gloves Shard,1.0,Metals,1.0,Cloth,2.0,Tier 5 Leather,6.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireproof Pristine Ruby Earring of the Ranger,Rough Leather Beaded Straps,10.0,Solvent,54.0,Fire Mote,440.0,Flawed Ruby,60.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnabar,Orichalcum Ore,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Skinning Knife,Refined Wood,2.0,Tier 3 Metals,8.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Coat of the Brigand,Syndicate Scrivener Coat of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardworking Galley Shelf,Flux,30.0,Wood,120.0,Starmetal Ore,60.0,Iron Ore,240.0,Wyrdwood,90.0,Sandpaper,45.0,Aged Wood,120.0,Green Wood,240.0,Refining Materials Tier 4,200.0,Advanced Material Converter,10.0,Oil,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Handcovers of the Cleric,Covenant Initiate Handcovers of the Priest,1.0,Azoth,50.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucaneer's Plank,Bucaneer's Plank,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Kite Shield,Refined Wood,2.0,Tier 5 Metals,11.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnished Pristine Moonstone Amulet of the Scholar,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Solvent,54.0,Flawed Moonstone,60.0,Death Mote,440.0,Precious Metals,1.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkflesh,Barkflesh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Sea Green Dye,Blue Pigment,1.0,Cyan Pigment,2.0,Water,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formal Boots,Orichalcum Ore,1620.0,Flux,105.0,Wood,432.0,Starmetal Ore,180.0,Iron Ore,720.0,Refining Materials Tier 5,540.0,Masterwork Material Converter,27.0,Wirefiber,8100.0,Cloth Weave,525.0,Fibers,4800.0,Silk Threads,900.0,Pattern: Formal Boots,1.0,Azoth,225.0,Iron Hide,4860.0,Refining Materials Tier 3,6300.0,Common Material Converter,315.0,Rawhide,2880.0,Thick Hide,540.0,,,,,,,,,,,,,,,,,,
Syndicate Adept Legguards of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Adept Legguards of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Work Order: Starmetal Compass,Work Order: Starmetal Compass,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strengthened Battle's Embrace Boots,Restless Metal Bands,10.0,Battle's Embrace Work Order,1.0,Stout Fenton Hides,12.0,Treated Hobnails,13.0,Spark of Battle,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsum War Hammer Cast,Ruby Gypsum,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vial of Ancient Mutagen,Vial of Ancient Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Valance,Flux,35.0,Wood,140.0,Starmetal Ore,60.0,Iron Ore,240.0,Orichalcum Ore,40.0,Red Pigment,3.0,Wirefiber,120.0,Cloth Weave,105.0,Fibers,960.0,Silk Threads,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Great Axe,Refined Wood,3.0,Leathers,2.0,Tier 5 Metals,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refining Materials Tier 4,Refining Materials Tier 4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Pearl Ring of the Sentry,Pristine Pearl,1.0,Iron Guardsman's Insignia,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Temple Fire Staff,Tier 3 Timber,12.0,Leathers,6.0,Coagulated Blood,10.0,Fire Arcana,1.0,Metals,5.0,Vial Of Ectoplasmic Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Handcovers of the Cleric,Marauder Cleric Seal,1.0,Azoth,50.0,Marauder Soldier Handcovers of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk Guard Round Shield,Refined Wood,2.0,Tier 3 Metals,8.0,Sparkling Bone Dust,10.0,Leathers,1.0,Vial of Ancient Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruby,Fire Mote,5.0,Solvent,2.0,Flawed Ruby,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectral Pristine Malachite Earring of the Soldier,Iron Battle Medal,10.0,Precious Metals,1.0,Trinket Hooks,1.0,Flawed Malachite,60.0,Soul Mote,440.0,Solvent,54.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Gauntlets of the Occultist,Covenant Occultist Seal,1.0,Azoth,50.0,Covenant Lumen Gauntlets of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Temple Guard's Gauntlets,Pattern: Temple Guard's Gauntlets,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryad Stalker Boots,Tier 5 Leather,5.0,Metals,1.0,Sticky Vines,10.0,Cloth,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Great Axe of the Scholar,Timeless Great Axe Shard,1.0,Refined Wood,3.0,Leathers,2.0,Tier 5 Metals,15.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Berry Compote,Honey,1.0,Berry,1.0,Water,1.0,Mint,1.0,Strawberry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vial of Dryad Sap,Dried Dryad Sap,5.0,Common Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flawed Aquamarine,Flawed Aquamarine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeless Gauntlets Shard,Timeless Gauntlets Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Settler's Stove,Refining Materials Tier 3,160.0,Common Material Converter,8.0,Wood,40.0,Green Wood,120.0,Iron Ore,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Leggings of the Barbarian,Azoth,50.0,Covenant Barbarian Seal,1.0,Covenant Lumen Leggings of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Headwear of the Brigand,Covenant Brigand Seal,1.0,Azoth,50.0,Covenant Excubitor Headwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Chain,Silver Ore,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf Claw,Common Transmutation Catalyst,4.0,Wolf Blood,20.0,Greater Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Mining Pickaxe,Refined Wood,3.0,Leathers,2.0,Tier 3 Metals,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Hook,Silver Ore,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Templar Helm of the Brigand,Covenant Brigand Seal,1.0,Covenant Templar Helm of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Headwear of the Cleric,Azoth,50.0,Covenant Lumen Headwear of the Priest,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald,Earth Mote,5.0,Solvent,2.0,Flawed Emerald,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Footwear of the Barbarian,Azoth,50.0,Syndicate Barbarian Seal,1.0,Syndicate Cabalist Footwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Padded Pristine Jasper Earring of the Scholar,Precious Metals,1.0,Solvent,54.0,Air Mote,440.0,Flawed Jasper,60.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Leggings of the Cleric,Azoth,50.0,Syndicate Cabalist Leggings of the Priest,1.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abyssal Brilliant Amethyst Amulet,Trinket Chains,1.0,Soul Mote,80.0,Solvent,12.0,Flawed Amethyst,12.0,Precious Metals,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Legatus Greaves of the Barbarian,Marauder Barbarian Seal,1.0,Marauder Legatus Greaves of the Sentry,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough Leather Coat,Tier 2 Leather,22.0,Metals,1.0,Cloth,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Wisp,Life Mote,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Regent Hand Grips,Pattern: Oak Regent Hand Grips,1.0,Tier 5 Metals,4.0,Leathers,4.0,Cloth,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Handcovers of the Cleric,Covenant Lumen Handcovers of the Priest,1.0,Azoth,50.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Helm of the Barbarian,Covenant Initiate Helm of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corrupted Fragment,Corrupted Sliver,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Gloves of the Cleric,Azoth,50.0,Covenant Lumen Gloves of the Brigand,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Brilliant Ruby,Fire Mote,80.0,Solvent,12.0,Flawed Ruby,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well-polished Vanity Table,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Oil,8.0,Flux,105.0,Wood,420.0,Starmetal Ore,180.0,Iron Ore,720.0,Orichalcum Ore,120.0,Ironwood,240.0,Sandpaper,210.0,Wyrdwood,360.0,Aged Wood,480.0,Green Wood,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Jacket of the Cleric,Azoth,50.0,Covenant Lumen Jacket of the Priest,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Pocketwatch,Iron Pocketwatch,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Chronicler Gloves of the Occultist,Syndicate Occultist Seal,1.0,Azoth,50.0,Syndicate Chronicler Gloves of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Life Staff of the Scholar,Life Arcana,6.0,Leathers,4.0,Tier 5 Timber,8.0,Metals,5.0,Timeless Life Staff Shard,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Nails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Alchemist Gauntlets of the Cleric,Syndicate Alchemist Gauntlets of the Barbarian,1.0,Azoth,50.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Pearl Earring of the Ranger,Pristine Pearl,1.0,Rough Leather Beaded Straps,10.0,Precious Metals,1.0,Trinket Hooks,1.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
